Comment Location,Comment,Keywords,Location,Reason,Purpose
https://github.com/apache/stanbol/blob/2fcf471b467fb84e59491f4c54ba0a95924ab04a/data/opennlp/ner/en/pom.xml#L105,"TODO: I would like to add an ""unless"" constraint to the
  target that prevents execution if Maven operates in offline
  mode. However I was not able to find out how to obtain this
  information. ${settings.offline} (as noted by several
  resources) does not work.
  Until fixed builds will fail if no internetconnection is
  available!",['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/hopshadoop/hops/blob/52957d185cf96136712b00bee99839df49d2506c/hadoop-common-project/hadoop-common/pom.xml#L484,"TODO: there are tests (TestLocalFileSystem#testCopy) that fail if data
  TODO: from a previous run is present",['todo'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/griddynamics/yhadoop-common/blob/9f7dc6aeeb95f3ccc5b11359bdeead0e7437999d/hadoop-common-project/hadoop-common/pom.xml#L412,"TODO: there are tests (TestLocalFileSystem#testCopy) that fail if data
  TODO: from a previous run is present",['todo'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/apache/royale-compiler/blob/522cd0ef61a11474cf80578f7f317cc9354b9be1/pom.xml#L361,"Currently some tests need this to be disabled,
  but actually this is a bug. For now I'll disable
  them to avoid problems during the maven migration.
  After this is finished, we should defnitely fix
  the tests so assertions can be enabled.",['fix'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/capitalone/Hygieia/blob/661e59bf62073026206626fb4fee6bb26b70e5a7/hygieia-jenkins-plugin/pom.xml#L81,"Adding JNA to fix failing unit tests on Ubuntu 14.04
  https://bugs.launchpad.net/ubuntu/+source/libjna-java/+bug/1065253",['fix'],External dependencies configuration,Missing dependency,Warning for future developers
https://github.com/opendaylight/bgpcep/blob/310f15691a6235382a40320faaca6e5a6e3a4484/pcep/ietf-stateful07/pom.xml#L66,"FIXME: this is in support of the generated code. This should not
  be here, but the plugin should bring it in.",['fixme'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/apache/storm/blob/b48e10559b65e834884d59887b30fc86d2988c20/pom.xml#L375,"Hack to make intellij behave.
  If you use intellij, enable this profile in your IDE.
  It should make life easier.",['hack'],Plugin configuration,External tool limitation,Warning for future developers
https://github.com/resteasy/Resteasy/blob/63862e7e5b109d56227a9450fd1dc209cc926597/resteasy-core-spi/pom.xml#L67,"Needed for javax.annotation.security.* which is part of javaee 6 XXX
  should this dependency be <scope>provided</scope> and only used if
  detected runtime?",['xxx'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/batfish/batfish/blob/2529813609dd406ff2d708e8296374a6824df213/projects/batfish/pom.xml#L67,"Some of the more complex grammars are broken up into main files and imports. Since the
  antlr4-maven-plugin only supports imports in one directory, we need to have one execution
  per grammar where we override the library (import) directory.",['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/broadgsa/gatk/blob/41147a655594c2aae6e2cad8462bd1648570b32b/public/package-tests/pom.xml#L63,"gatk-utils test-jar added for BaseTest
 
  TODO: Currently the <exclusion> isn't working 100%, so switched to using additionalClasspathElements
 
  TODO: Uncomment below to use the explicitly bad ""exclude *"" to really test correct packaging,
  TODO: until we can separate BaseTest and other utilities into their own gatk-test-utils artifact.
  TODO: We only want the classes in the packaged jars tested, not the classes within the dependency jars too.
  See also:
  http://stackoverflow.com/questions/547805/how-to-exclude-all-transitive-dependencies-of-a-maven-dependency
  http://maven.apache.org/plugins/maven-jar-plugin/usage.html#The_preferred_way
  <dependency>
  <groupId>${project.groupId}</groupId>
  <artifactId>gatk-utils</artifactId>
  <version>${project.version}</version>
  <type>test-jar</type>
  <scope>test</scope>
 
  <exclusions>
  <exclusion>
  <groupId>*</groupId>
  <artifactId>*</artifactId>
  </exclusion>
  </exclusions>
 
  </dependency>",['todo'],External dependencies configuration,Build tool limitation,Warning for future developers
https://github.com/RWTH-i5-IDSG/steve/blob/21cfb52f48b7977dd48235677c5eccb2672d2e9f/pom.xml#L269,"Because maven produces this warning after upgrading from 4.2.0 to 5.1.0:
  [WARNING] Could not find schema history table `stevedb`.`flyway_schema_history`, but found
  `stevedb`.`schema_version` instead. You are seeing this message because Flyway changed its
  default for flyway.table in version 5.0.0 to flyway_schema_history and you are still relying
  on the old default (schema_version). Set flyway.table=schema_version in your configuration to
  fix this. This fallback mechanism will be removed in Flyway 6.0.0.",['fix'],Plugin configuration,Build tool limitation,Warning for future developers
https://github.com/hawtio/hawtio/blob/1538c3e9fb2ed76bacea75fe90a6028d9d6dfcab/pom.xml#L286,"TODO when using the release profile you should add your ~/.m2/settings.xml something like this:
 
  <settings>
  <profiles>
  <profile>
  <id>release</id>
  <properties>
  <gpg.passphrase>MyPassPhrase</gpg.passphrase>
  </properties>
  </profile>
  ...",['todo'],Plugin configuration,Recursive call,Document for later fix
https://github.com/jboss-fuse/fabric8/blob/0ef78edb8a2706c8b66cbe631ec0993d450b079f/security/pom.xml#L40,"TODO lest disable for now as this breaks the release process
  <module>security-sso-activemq</module>",['todo'],Multi-directory configuration,Build break,Document for later fix
https://github.com/google/closure-compiler/blob/3eab35a00c42646b44f9cd06ddd6cc15919dacca/pom.xml#L86,"TODO: test deployment without this parent.
  http://central.sonatype.org/pages/apache-maven.html#deprecated-oss-parent says
 
  > In the past all the plugin configuration and other setup was
  > managed by a Maven parent POM with the latest coordinates of
  > org.sonatype.oss:oss-parent:9. This project leaked SCM, URL and
  > other details and its usage is discouraged. Maintenance of the
  > project has stopped and it no longer works with latest tooling
  > such as Maven versions or Java versions.
 
  It may be sufficient to include a <distributionManagement> per
  http://central.sonatype.org/pages/apache-maven.html#distribution-management-and-authentication",['todo'],Multi-directory configuration,Recursive call,Document for later fix
https://github.com/joyent/java-manta/blob/e2010fa208505a472554602b4191791bbf6c0129/java-manta-client/pom.xml#L267,"For SOME reason Maven can build a sources JAR for this module based on the above workaround
 *and still* deleting the source files during process-resources in order to avoid the shade plugin
 detecting overlapping classes.
 
 Maintainer beware! You might be tempted to add an invocation of the maven-source-plugin directly here
 and bind it to a phase after the above two but before packaging (in order to avoid the overlapping
 classes error) but this does not work. Relying on the parent-pom definition of maven-source-plugin is
 unexpected but functional so that behavior is documented here.",['workaround'],Plugin configuration,Recursive call,Warning for future developers
https://github.com/IKANOW/Aleph2-contrib/blob/7aefd95ec6ee3e18dc3a91dbca4a4f938b22e477/aleph2_storm_dependencies/pom.xml#L36,"(note that this appeared to fix a bamboo issue, but otherwise 
 that ""."" construct appears to do nothing)",['fix'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/IKANOW/Aleph2/blob/ab95d544e9f5a5423bf916763ca7c23ab0a0e5e5/aleph2_data_import_manager/pom.xml#L56,"(note that this appeared to fix a bamboo issue, but otherwise that ""."" construct appears to do nothing)",['fix'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/wildfly-security/wildfly-elytron/blob/ecc036a3be6d32414d595de75180eaa08acc370b/wildfly-elytron-titan/pom.xml#L384,[WFCORE-1431] remove SASL workaround,['workaround'],Build variables,External library limitation,Document workaround
https://github.com/java-native-access/jna/blob/b0a6e17b082ce0d35426c4419ab1c183d3f55b4b/parent/pom.xml#L53,### TODO find some way to import build.version.properties ###,['todo'],Build variables,No reason,Document for later fix
https://github.com/Desy-extern/cs-studio/blob/56c6142b233fb3571dc7ab5ab8cc3b9f0b22ee00/core/plugins/org.csstudio.platform.libs.hibernate/project/cache-infinispan/pom.xml#L54,<scope>test</scope> TODO fix this,"['fix', 'todo']",External dependencies configuration,Stale dependency,Document for later fix
https://github.com/svn2github/ehcache/blob/4365fc6cc87516344e95688c368d6a3d2cebbe5a/branches/greg-writebehind/pom.xml#L290,"Clover. This seems to quite broken
  <plugin>
  <groupId>org.apache.maven.plugins</groupId>
  <artifactId>maven-clover-plugin</artifactId>
  <version>2.3</version>
  <executions>
  <execution>
  <phase>compile</phase>
  <goals>
  <goal>check</goal>
  </goals>
  </execution>
  </executions>
  <configuration>
  <cloverDatabase>${basedir}/target/log/mycoverage.db</cloverDatabase>
  <cloverOutputDirectory>${basedir}/clover_html</cloverOutputDirectory>
  <targetPercentage>85.9%</targetPercentage>
  <licenseFile>/Users/gluck/work/ehcache/tools/clover.license</licenseFile>
  </configuration>
  </plugin>",['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/svn2github/ehcache/blob/4365fc6cc87516344e95688c368d6a3d2cebbe5a/branches/ehcache-1.2.0_01/pom.xml#L276,"Clover. This seems to quite broken
  <plugin>
  <groupId>org.apache.maven.plugins</groupId>
  <artifactId>maven-clover-plugin</artifactId>
  <executions>
  <execution>
  <phase>compile</phase>
  <goals>
  <goal>check</goal>
  </goals>
  </execution>
  </executions>
  <configuration>
  <cloverDatabase>${basedir}/target/log/mycoverage.db</cloverDatabase>
  <cloverOutputDirectory>${basedir}/clover_html</cloverOutputDirectory>
  <targetPercentage>85.9%</targetPercentage>
  <licenseFile>/Users/gluck/work/ehcache/tools/clover.license</licenseFile>
  </configuration>
  </plugin>",['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/easysoa/EasySOA-Incubation/blob/4bed63fde03e91d53eaa2c266de1126730dbf6d5/easysoa-registry-v1/easysoa-registry-integration-base/pom.xml#L145,"Compile with Java 1.7
  else FraSCAti UnsupportedClassVersionError 51.0 RegistryApi, TODO rather recopy it",['todo'],Plugin configuration,External tool limitation,Document for later fix
https://github.com/zanata/zanata-platform/blob/68c80db891bc816f737fbfd1c77b6f68fb295143/common/zanata-adapter-properties/pom.xml#L13,Connection URLs repeated as workaround for https://issues.apache.org/jira/browse/MPIR-234,['workaround'],Software configuration management,Build tool limitation,Document workaround
https://github.com/apache/maven-plugins/blob/a007e769ed5825774d5c31ec06c0013c8ee2b4d4/maven-site-plugin/src/it/MSITE-159/pom.xml#L50,TODO remove when prerequisite is Java 7,['todo'],Plugin configuration,Stale dependency,Document for later fix
https://github.com/apache/incubator-systemml/blob/330635e7f42dcd0036b7d1b529be530607f4dc81/pom.xml#L411,*** HACK ALERT *** HACK ALERT *** HACK ALERT ***,['hack'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/rhuss/jolokia/blob/dc95e7bef859b1829776c5a84c8f7738f5d7d9c3/client/java/pom.xml#L60,"Dependency required by httpclient-osgi via transitive dependencies which need to include since
  httpclient-osgi is a fat-jar. In fact this is a workaround for httpclient-osgi's borked pom.xml",['workaround'],External dependencies configuration,Missing dependency,Document workaround
https://github.com/dblock/waffle/blob/5faad77a474515ed345a48f7b6c0595921a4bab4/Source/JNA/pom.xml#L217,Do not upgrade to 2.0.4 with ssh as it is broken,['broken'],Build variables,External library limitation,Warning for future developers
https://github.com/wildfly/wildfly/blob/d550882eb6d677947a356d8a911061b15dc1a60e/testsuite/integration/basic/pom.xml#L638,"EJB client library hack, see WFLY-4973",['hack'],Plugin configuration,External tool limitation,Warning for future developers
https://github.com/wildfly/wildfly/blob/d550882eb6d677947a356d8a911061b15dc1a60e/testsuite/integration/ws/pom.xml#L251,"EJB client library hack, see WFLY-4973",['hack'],Plugin configuration,External tool limitation,Warning for future developers
https://github.com/eclipse/elk/blob/14f76ac18bfee19e8711a3d4d73e291953c612cf/plugins/org.eclipse.elk.alg.spore/pom.xml#L67,End Workaround,['workaround'],Plugin configuration,Build break,Document workaround
https://github.com/confluentinc/kafka-rest/blob/f0647c35d36cc44369843c29df2178e55b667663/kafka-rest-scala-consumer/pom.xml#L59,End workaround,['workaround'],External dependencies configuration,External tool limitation,Document workaround
https://github.com/xwiki/xwiki-platform/blob/c4b95794f35f6ffc3c9cf18454a0a292c51645db/xwiki-platform-core/xwiki-platform-menu/xwiki-platform-menu-test/xwiki-platform-menu-test-docker/pom.xml#L45,END: Required to fix conflicts resolution between XWiki & TestContainers,['fix'],Build variables,External library limitation,Document suboptimal implementation choice
https://github.com/joyent/java-manta/blob/e2010fa208505a472554602b4191791bbf6c0129/java-manta-it/pom.xml#L225,"Ensure that src/shade-workaround is *always*
  removed before a compile phase runs. This is
  for correctness.",['workaround'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/soluvas/soluvas-framework/blob/ff6c006766faf704704da93b5394b1aab33ad931/couchdb/pom.xml#L20,FIXME: remove dependency on scala.util.Try from GenericLookup and Trashable,['fixme'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/paawak/blog/blob/b058eb0bdf03008d454cabd70048ed51638c43c3/code/SpringMVCWithFlex/ims-core/pom.xml#L37,Fix annotation detection issue for Java 7. Thanks Shred!,['fix'],Plugin configuration,External library limitation,Document workaround
https://github.com/apache/camel/blob/32e7f9251f0329caf86aaff8abf7c06b5b32b3f8/components/camel-spring/pom.xml#L142,todo: remove log4j 1.x logging if possible,['todo'],External dependencies configuration,External library limitation,Document for later fix
https://github.com/apache/archiva/blob/d1242030bf232c0d9b68e4402188ee261924bf4b/archiva-modules/archiva-base/archiva-consumers/archiva-core-consumers/pom.xml#L36,TODO: remove this hard dependency by using an event mechanism,['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/konigio/konig/blob/ce28d4b11180c2dc32376ea501e66e14ed3840e8/konig-ldp-maven-plugin/pom.xml#L15,FIXME change it to the project's website,['fixme'],Project metadata,Specify metadata,Document for later fix
https://github.com/jodogne/OrthancMirror/blob/a49b76f13849565b00594f6cf3da53f03519d2c9/Resources/Testing/Issue32/Java/pom.xml#L12,FIXME change it to the project's website,['fixme'],Build variables,Specify metadata,Document for later fix
https://github.com/konigio/konig/blob/ce28d4b11180c2dc32376ea501e66e14ed3840e8/konig-maven-diff/pom.xml#L16,FIXME change it to the project's website,['fixme'],Build variables,Specify metadata,Document for later fix
https://github.com/NGDATA/lilyproject/blob/15150a5c1ee2241bf55cbe4d4ea3f7f07275a529/dist/pom.xml#L42,fixme do we still need to add commons-configuration?,['fixme'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/geoadmin/geocat/blob/a6e7cb0d7974e7dda6ba0bbdf4876e0594a92acc/pom.xml#L781,FIXME totally unknown,['fixme'],External dependencies configuration,No reason,Document for later fix
https://github.com/dana-i2cat/opennaas/blob/5bc2f25208d6030e4f5cceb9c2556102def6b3ea/itests/roadm/pom.xml#L60,FIXME Why is this necessary?,['fixme'],Plugin configuration,External library limitation,Document suboptimal implementation choice
https://github.com/spring-cloud/spring-cloud-cli/blob/a84de9c4dcd4eacf4579dcd355024da3a83b31fb/spring-cloud-launcher/pom.xml#L28,FIXME: 2.0.x,['fixme'],Multi-directory configuration,External library limitation,Document for later fix
https://github.com/vaadin/framework/blob/e788dae27aaf99f8a6956dcde6eb95f2d1d5c38f/test/servlet-containers/liberty-microprofile/pom.xml#L41,FIXME: Fix liberty to use the same port as everything else.,"['fix', 'fixme']",Plugin configuration,External library limitation,Warning for future developers
https://github.com/collectionspace/services/blob/784469229ecf4337c0b415943e2ac5386a4bf377/services/batch/service/pom.xml#L74,FIXME: REM - Is this really a required dependency?,['fixme'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/sarl/sarl/blob/ca00ff994598c730339972def4e19a60e0b8cace/main/externalmaven/io.sarl.maven.docs.generator/pom.xml#L50,FIXME: Remove asap if the project compile without,['fixme'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/opendaylight/yangtools/blob/863dac29ad3cd6fa759ce4f10bacbc74e7976d80/docs/pom.xml#L295,FIXME: remove override once odlparent ships 3.1.0+,['fixme'],Plugin configuration,Recursive call,Document for later fix
https://github.com/opendaylight/odlparent/blob/f6962f0eecba4d0626d55c0bfc3cb9bfface70df/odlparent/pom.xml#L44,FIXME: remove these in favor of maven.compiler.release once we require JDK9+,['fixme'],Build variables,External library limitation,Document for later fix
https://github.com/sarl/sarl/blob/ca00ff994598c730339972def4e19a60e0b8cace/tycho-parent/tycho-parent-ui/pom.xml#L38,"FIXME: This extra classpath element is defined for fixing a bug into the Maven's Tycho compiler
 that avoids to load the SWT bundle fragment into the classpath. It causes a class not found
 exception for a SWT widget.",['fixme'],Plugin configuration,External library limitation,Document suboptimal implementation choice
https://github.com/opendaylight/controller/blob/0b283e62a5872be1960635d5d6c4d301b1f87df2/opendaylight/md-sal/sal-dom-broker/pom.xml#L81,"FIXME: this should be scope=test
  <scope>test</scope",['fixme'],External dependencies configuration,Stale dependency,Document suboptimal implementation choice
https://github.com/GoogleCloudPlatform/java-docs-samples/blob/742c3644884f961f23dce51715bee74ec6f1a334/flexible/pubsub/pom.xml#L43,FIXME(lesv) Temporary fix due to Datastore having the wrong version,"['fix', 'fixme']",External dependencies configuration,External library limitation,Document workaround
https://github.com/jamesagnew/hapi-fhir/blob/4512c3d89528bc42cda29b4657cdcac7f6298b1a/hapi-fhir-jpaserver-base/pom.xml#L177,For UCUM: TODO we should replace this with org.fhir UCUM,['todo'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/Narimm/OpenVPMS/blob/b9323779aa29c9ff9e9a40569f4c1db7d287a84f/openvpms-archetypes/pom.xml#L224,generates a jar of the test classes. TODO - these should be split from the unit tests,['todo'],Plugin configuration,External library limitation,Document for later fix
https://github.com/apache/camel/blob/32e7f9251f0329caf86aaff8abf7c06b5b32b3f8/parent/pom.xml#L5346,"HACK: Include legal files explicitly, otherwise they will
  end up in the wrong path or in another jar file in the war. NOTE: targetPath
  is broken for webResources (as documented)","['hack', 'broken']",Resource configuration,External library limitation,Warning for future developers
https://github.com/OpenRock/OpenAM/blob/02b057e94c4ab35c0776747e173f59ee7c6d09f8/openam-ui/openam-ui-ria/pom.xml#L128,handlebars need for fix the processing dependencies in the release build,['fix'],External dependencies configuration,Missing dependency,Warning for future developers
https://github.com/MPDL/INGe/blob/fa81ff241851e3bab11256c8c78b92ac349d2a95/pom.xml#L709,"if there are no tests, don't bail out",['bail out'],Plugin configuration,No reason,Warning for future developers
https://github.com/xwiki/xwiki-platform/blob/c4b95794f35f6ffc3c9cf18454a0a292c51645db/xwiki-platform-core/xwiki-platform-scheduler/xwiki-platform-scheduler-ui/pom.xml#L42,"Include Macro is required by the SchedulerJobTemplate page to include its Sheet
  TODO: Use the new Sheet system",['todo'],External dependencies configuration,Missing dependency,Document for later fix
https://github.com/soluvas/soluvas-framework/blob/ff6c006766faf704704da93b5394b1aab33ad931/image/pom.xml#L29,FIXME: remove dependency on scala.util.Try from MediaRepository / Trashable,['fixme'],External dependencies configuration,Stale dependency,Document for later fix
https://github.com/wso2/product-greg/blob/2ed74d2357882ac55b15ed4df654dc69de2cb554/modules/distribution/pom.xml#L842,jaxb hack for uddi,['hack'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/NGDATA/lilyproject/blob/15150a5c1ee2241bf55cbe4d4ea3f7f07275a529/pom.xml#L888,jmxtools and jmxri dependencies were broken in repo,['broken'],External dependencies configuration,External library limitation,Warning for future developers
https://github.com/svn2github/cytoscape/blob/a3df8f63dba4ec49942027c91ecac6efa920c195/core3/gui-distribution/tags/gui-distribution-3.0.0-M3-try1/startlevel-3/pom.xml#L104,Latest version of iText has broken OSGi metadata and we have to wait until they fix it...,"['fix', 'broken']",External dependencies configuration,External library limitation,Document for later fix
https://github.com/svn2github/cytoscape/blob/a3df8f63dba4ec49942027c91ecac6efa920c195/core3/gui-distribution/branches/no-spring/startlevel-3/pom.xml#L106,Latest version of iText has broken OSGi metadata and we have to wait until they fix it...,"['fix', 'broken']",External dependencies configuration,External library limitation,Document for later fix
https://github.com/JanusGraph/janusgraph/blob/b22bf6da38557e12393315627e2d01509738f3e5/janusgraph-cassandra/pom.xml#L62,"Logging backends.
  Cassandra 2.1+ moved to Logback. JanusGraph is logging-backend-agnostic,
  but still uses Log4j in testing. The slf4j binding for logback is,
  inconveniently, packed into the logback-classic artifact. This means
  the binding can't easily be removed from the classpath without losing
  logback-classic or inserting some hack to mess with the jar contents.
  We can't lose logback-classic because StorageProxy contains hardcoded
  references to some of its classes (it contains some methods to change
  logback loglevels at runtime). Hence, to stick with Log4j, the
  least-worst approach is to enforce a classpath ordering constraint: as
  long as the slf4j-log4j12 binding appears on the classpath before
  logback-classic, log4j will be used instead of logback. I don't have
  any special love for log4j, but JanusGraph should use a single logging
  backend throughout all its tests. I don't want to maintain a mixture
  of logback.xml and log4j.properties files scattered randomly through
  the janusgraph-* submodules. Maven populates the classpath elements for
  tests in pom appearance order. That's why these dependencies are 
  explicitly declared below: to make slf4j-log4j12 preced logback-classic
  on the test classpath.",['hack'],External dependencies configuration,External library limitation,Document suboptimal implementation choice
https://github.com/infraling/atomic/blob/a177086e8e64f02bdbd83d4b452b2a4b524ad430/plugins/org.corpus-tools.atomic.logging/META-INF/maven/org.apache.logging.log4j/log4j-api/pom.xml#L165,"module link generation is completely broken in the javadoc plugin for a multi-module non-aggregating
  project",['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/apache/logging-log4j2/blob/efe06ddfaf7d3b5a2659be6b9f1af4b9a5a3bc95/log4j-api/pom.xml#L279,"module link generation is completely broken in the javadoc plugin for a multi-module non-aggregating
  project",['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/apache/logging-log4j2/blob/efe06ddfaf7d3b5a2659be6b9f1af4b9a5a3bc95/log4j-jdbc/pom.xml#L161,module link generation is completely broken in the javadoc plugin for a multi-module non-aggregating project,['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/apache/logging-log4j2/blob/efe06ddfaf7d3b5a2659be6b9f1af4b9a5a3bc95/log4j-jeromq/pom.xml#L111,module link generation is completely broken in the javadoc plugin for a multi-module non-aggregating project,['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/uber/tchannel-java/blob/009cf1e6decc9bbd2daf90eb3401b13c03bfc7e1/pom.xml#L375,newer official org.apache.thrift:thrift-maven-plugin:0.9.3 is broken,['broken'],Plugin configuration,External library limitation,Warning for future developers
https://github.com/querydsl/querydsl/blob/2bf234caf78549813a1e0f44d9c30ecc5ef734e3/querydsl-jdo/pom.xml#L169,NOTE : workaround for hudson : https://hudson.dev.java.net/issues/show_bug.cgi?id=2226,['workaround'],Plugin configuration,External library limitation,Document workaround
https://github.com/xwiki/xwiki-platform/blob/c4b95794f35f6ffc3c9cf18454a0a292c51645db/xwiki-platform-core/xwiki-platform-mail/xwiki-platform-mail-send/xwiki-platform-mail-send-default/pom.xml#L86,"Override the Servlet environment that is drawn by the oldcore dependency. This works because the
  StandardEnvironment component has a higher priority than the ServletEnvironment one (they both implement
  Environment).",['implement'],External dependencies configuration,Missing dependency,Document suboptimal implementation choice
https://github.com/GoogleCloudPlatform/cloud-bigtable-examples/blob/ed4834dcea47755297c94df7c9e2cf0690a33899/java/simple-performance-test/pom.xml#L34,"Parent POM defines common plugins and properties.
  TODO: use the parent when this sample passes checkstyles.
  See: https://github.com/GoogleCloudPlatform/cloud-bigtable-examples/issues/59
  <parent>
  <groupId>com.google.cloud</groupId>
  <artifactId>bigtable-samples</artifactId>
  <version>1.0.0</version>
  <relativePath>..</relativePath>
  </parent>",['todo'],Multi-directory configuration,Recursive call,Document for later fix
https://github.com/GluuFederation/oxd/blob/fe43d556cc547cb62bdcd2c919c192a48872c942/oxd-common/pom.xml#L74,plug-in jackson 2.x annotation for compatibility with dropwizard 1.3.1 (a bit ugly but this is the only way to workaround it),"['ugly', 'workaround']",External dependencies configuration,Missing dependency,Document workaround
