model,sample_size,seed,setting,eval_index,text,true_label,predicted_label,positive_score,raw_output
Prompt_LLM,1500,100,D1_to_D2,37,"Patch for above issues. I tried to get integration tests to verify this however it seems there are no tests that exercise PHP on the service end and given the trivial nature of this patch I wanted to to submit it without committing several more hours to understand and implement more complete coverage of PHP services in the integration test harness. I was interested to see that only Java is currently tested with the compact protocol which seems an odd decision - certainly the documentation and many ""comparisons"" of thirft vs XXX on the web make a big thing about the compact protocol and give it the appearance of a first class citizen and yet it seems no one ever tried to test it for cross-language RPC? Anyway, hopefully you can see from this patch that these are obvious mistakes and typos and should be included even without the extra effort of making integration test runner able to demonstrate the bug. Thanks. Let me know if I need to submit this differently.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,38,"Impacts the following tests (at least): Currently looking to use a ""WaitUntil"" workaround until a proper solution can be found for the sake of making the tests reliable.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,39,Renaming it to be consistent in Java DSL and Spring DSL - doTry - doCatch - doFinally in both Java DSL and Spring DSL,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,40,From internal bug from Arkady.. Map reduce jobs have names. The log files use mysterious names like They should use real job names so that users can find the logs they need.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,41,Released in 0.96.1. Issue closed.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,42,ThrottlingException was deprecated in 2.0.0 and should be removed in 3.0.0.,1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,1500,100,D1_to_D2,43,"Consider that a cluster have 2000 map slots and jobs submitted in the following sequence: |1:00pm|JobA|1500 maps, each map runs 24 hours| |1:30pm|JobB|1000 maps, each map runs 2 hours| |1:40pm|JobC|3000 maps, each map runs 10 minutes| Then, all 1500 maps in JobA got scheduled and only 500 map slots remained in the cluster at 1pm. 30 minutes later, JobB came and only 500 maps slots got scheduled. At 1:40pm, JobC came but no maps got scheduled until some maps in JobB finished 2 hours later. In this cases, JobA always has 75% of the capacity, JobB and JobC never able to obtain 1/N of the capacity. If JobA has 2000 maps, other jobs have to wait for maps in JobA to finish and have no progress in 24 hours.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,1500,100,D1_to_D2,44,Thanks for updating the patch. One last nit is that this code: can be simplified to the following so there aren't so many return statements to track:,1,0,,"```python
# No specific Python code"
Prompt_LLM,1500,100,D1_to_D2,45,Many thanks for fixing this issue!,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,46,Error to open job files,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,47,Site and info plugins are too old. The site plugin is in the wrong place. Can't generate reports w/o update and move of location.,1,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,1500,100,D1_to_D2,48,the teardown code in assumes that {{fs!=null}} and that it's OK to throw an exception if the delete operation fails. Better to check the {{fs}} value and catch and convert an exception in the {{fs.delete()}} operation to a {{LOG.error()}} instead. This will stop failures in teardown becoming a distraction from the root causes of the problem (that your FileSystem is broken),1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,49,Committed small patch that is mostly doc and log emissions edits.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,50,"The balancer does not fully respect the maxMovePercent configuration. Specifically, if the number of regions being moved is less than 600, the balancer currently allows that number of region moves regardless of what value is set for maxMovePercent. This patch fixes that behavior and simplifies the moveCost function as well. In addition, this patch adds short-circuiting logic to the balancer to terminate early once the maximum number of moves are reached (and assuming the new plan has enough of a cost improvement).",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,1500,100,D1_to_D2,51,3042 has been merged into this issue.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,52,Is there any reason this isn't the case? The wildcarding doesn't appear to give us anything extra. I've been told that it may help with uses of the Comparable. Can anyone think of a use?,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,53,27346: Memory leak in,1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,1500,100,D1_to_D2,54,Introduced by HDFS-909,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,55,"The lock now has a ShutdownHook creation, which ends up doing which ends up doing a ""new Configuration()"" within the locked section. This indirectly hurts the cache hit scenarios as well, since if the lock on this is held, then the other section cannot be entered either. slowing down the RawLocalFileSystem when there are other threads creating HDFS FileSystem objects at the same time.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,56,+1 Want to assert that this exception actually happens rather than presume? 105 } catch e) { 106 } Fix on commit. Nice test.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,57,Remove dead classes in hadoop-streaming,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,58,Committed the patch into trunk. Updated the wiki page with the new added option resetAutoCommit.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,59,I was going through the 0.92 CHANGES and found are a few entries in CHANGES.txt where jira numbers don't match up descriptions.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,60,"True, but unfortunately tests that require interaction with native modal dialogs are very hard to make work in a non-flaky way.",1,0,,"**SATD**

Explanation: The comment"
Prompt_LLM,1500,100,D1_to_D2,61,Thanks Konrad!,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,62,"+1 Applies after fixing EOL style (win=>*nix), looks good to me.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,63,"{{S3AFileSystem}} generates INFO level logs in {{open}} and {{rename}}, which are not necessary.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,64,"It all checks out, +1",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,65,Exception is thrown when receiving a message where JMSDestination is null,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,66,"Now that Connection and ConnectionFactory are in place, internal code should use them instead of HTable constructors as per HBASE-11825.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,67,"Paths without schemes were being used in MapTask.java. So the local split file was being written into dfs by mistake. This patch fixes that problem, makes the dfs client reject illegal names immediately, and adds a new static method to get the local file system.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,68,HBASE-4658 breaks backward compatibility / example scripts,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,69,"This is a silly question, but why is being retried? Because JVMs do have a history of caching negative DNS lookup results. Looking at the latest javadocs, is set to 10s, so it will eventually come up, but you do have to trust DNS to be updating its records Elsewhere i the code we're just treating this as unrecoverable. Which may not be correct action in a world of dynamicness...but if we do start changing this policy, we should think about doing it consistently everywhere (including HA failover events)",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,70,"Thanks for this excellent bug report! It was very easy to follow your examples and train of thought. Thankfully, this issue has already been fixed in IMPALA-3084. I confirmed that the correct results are returned on master.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,71,"+1 The new patch is acceptable. Longer-term it seems to me we need a static URI) method, and the possibility to register different login methods for different URI schemes, e.g., The static method would then, when the configuration has no login information invoke the login method of the class named for that scheme, if any.",1,0,,"NON_SATD

Explanation: This"
Prompt_LLM,1500,100,D1_to_D2,72,This will help us figure out which version of hadoop we were running when looking back the logs.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,73,"I had to rebase the patch due to HBASE-11072, but the master tests are failing for me, so I am not able to commit this one yet. I think the problem maybe due to an earlier commit (I think HBASE-11689).",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,74,We should not release Camel 2.8 with any SNAPSHOT deps. So in case karaf 2.2.2 is not release beforehand we need to revert this patch.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,75,"+1, warnings by findbugs is not related to the patch since it's just includes fixes about javadoc. Committing this shortly.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,76,is now relative to the project root.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,77,due to new suffix operator in C++11 lines like this: has to be changed to,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,1500,100,D1_to_D2,78,Trying with 205. Looks like we lose our blue border in UI in 0.90.x hbase. Lars Francke figured out why a while back. Need to revisit.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,79,"Updated patch after running with a couple different configurations. Hopefully I'll get to run on a larger memory machine tomorrow. I have a couple more things to expose as configuration and I'd like to get it to the point where it can automatically determine the amount of data to write based on different cache:data ratios. I also tried running multiple concurrent the cache consumers, but saw warnings about double-storing blocks. Will investigate that further before adding. how much RAM do your test machines have?",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,80,http://msgplus.net/ : no 1. Go to http://msgplus.net/ (and make sure you are redirected to the dutch version of it) 2. Move your mouse over the tab 3. Notice the tooltip is shortened To see the tooltip as &quot;Messenger Plus! Live - De Windows Live Messenger Uitbreiding&quot; You get &quot;Messenger Plus! Live - De Windows Live Messenger Uitbrei...&quot; Attach a screenshot if possible. My OS+Chrome language is Dutch,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,81,"It does call dumpAsText(), but it bails out first because the isn't implemented. I will patch the file upstream.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,82,"I checked on Maven central, and it looks like the 2.x release pretty much have javadoc and source artifacts: We're missing javadoc for 3.0.0-alpha1 though, so let's update the affects/targets accordingly.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,1500,100,D1_to_D2,83,"Currently log component only logs the payload. We have a nice ExchangeFormatter that can format an exchange with all kind of options. The options could be enabled on the log component so you can customize your logging. Also there should be a *multiline* option to the exchange formatter so it can log all the stuff on multi lines if for instance there are many options, they get very long.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,84,"This patch consists of addition of Makefile.tests.mk. Currently, make check runs tests using BUCK. This makefile will compile all the sources written in *-test.cc and and run them.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,85,"Example stack trace: Exception in thread ""main"" Java heap space va:93) putStream.java:59) 78) ands.java:229) at 90)",0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,1500,100,D1_to_D2,86,Spotted this typo in the code while working on a separate YARN issue. E.g Checked in the whole project. Found a few occurrences of the typo in code/comment. The JIRA is meant to help fix those typos.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,87,18525 has been merged into this issue.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,88,Make arguments to test-patch optional,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,89,"The degree of inter-node parallelism for a join is determined by its left input, so when inverting a join the planner should be mindful of how the inversion affects parallelism. For example, the left join input may have been reduced by joining with several dimension tables so much that it becomes smaller than the right hand-side (another small dimension table). By inverting such a join the degree of parallelism may be reduced to one or very few nodes, based on how many nodes the right-hand size is executed on.",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,1500,100,D1_to_D2,90,Going to hudson again with fix for javadoc warning.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,91,"+1 I was originally liked them, but they mostly end up creating noise. For example, I wrote the sort and word count examples that many people use for the start of their first map/reduce program and my name is in the @author. Someone didn't remove the comments and then handed off their program to someone else and it lead to confusion.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,92,"it looks like trychange.py doesn't pass the flag to Git (and probably doesn't do binary patches w/ SVN either), and we don't actually handle binary patches on the other side. It seems like this must've broke at some point, since I find it hard to believe we've never been able to do try jobs with new pixel test baselines correctly.",0,0,,"**SATD**

Explanation: The comment"
Prompt_LLM,1500,100,D1_to_D2,93,nan,0,0,,"```python
None
```

Explanation"
Prompt_LLM,1500,100,D1_to_D2,94,"I can't repro this locally or find a source for the filesystem implementation getting flipped to a distributed fs. However, the only place in Hadoop code where I see this ""Wrong FS"" message thrown as an is in Looking closer at the xml report, I see that the test failed once with the above. Surefire tried to re-run it, but it failed the rerun with which implies to me that when surefire reruns a test method, it does not run the BeforeClass business. I also notice that the test method runs the same code twice, but both times it's using I think one of the invocations is supposed to be calling So. # Survive flakey rerunning by converting the static {{BeforeClass}} stuff into instance-level {{Before}}. # Break the test method into two, one for running over each of the snapshot manifest versions.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,95,Remove unused configuration keys for tracing,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,96,The current java transport client is due EOL in near future and it will be a good idea we switch the the new high level rest client instead. The new high level rest client is only released from version 5.6.0 and towards so an general upgrade of the dependencies is required for the ELK component. This also add the support for basic authentication without the need of x-pack. This is usefull when running ELK behind a reverse proxy.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,97,The closeAll() method should also remove ClientFinalizer from shutdown hooks to avoid the ClassLoader (so all Class(es) loaded by the ClassLoader) that have loaded hadoop being kept in memory.,1,1,,"SATD
```python
def classify"
Prompt_LLM,1500,100,D1_to_D2,98,Jackson 1.9.2 has been released. We are using 1.8.6 currently.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,99,"I committed this to trunk and branch-2. Akira, thank you for the contribution.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,100,"If something is failing with kerberos login, should fail with useful information. But not all exceptions from the inner code are caught and converted to LoginException. Those exceptions that aren't wrapped have their text and stack trace lost somewhere in the javax code, leaving on the text ""login failed"" and a stack trace of no value whatsoever.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,101,"It is very strange, it never failed in my environment. , can you upload an output or something, I can't find the failing test in jenkins or Flaky test board.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,102,Nice catch. I wonder if the initialization of the binding can be done in doStart. This is much better as it would avoid the synchronized block on the getter. Which I assume is invoked lazy at runtime on processing a new Exchange. Generally initialization should be done in doStart because starting it is single threaded and we don't care _so much_ about performance at startup.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,103,"Hey Billy: Thanks for the patch. You made size the determinant. I may be wrong, but I didn't think size mattered; the compaction is not done in RAM but by streaming a set of inputs to an output.",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,1500,100,D1_to_D2,104,Generated classes take up more space in jar than needed,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,105,should be done in static. Thank Suresh for catching this.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,106,"In ur test method for tryLock, there is no logic other than just try lock and release. If that is been removed as dead code by compiler? One way to avoid that is using the return value. See BlackHole in JMH and its usage.. The diff in numbers that reported by JMH benchmark is so huge! The impl of tryLock is having a volatile read and all. So this huge diff in numbers looks strange no? That was my doubt.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,107,"1.9.0 has removed a couple of dependencies, including upgrading to Jackson 2.x. We also got rid of paranamer. Avro does only depend on Jackson, Jackson-Databind and Commons-compress. You can see the dependencies here:",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,108,"Thank you, . I can't think of any reason why this thread should swallow without a trace. It is not performing any operations that should inherently generate INE, as far as I can see, and if someone else sends an INE we ought to... interrupt the thread. Can you include the stack trace so that this exception has a better chance of getting noticed? Also, capitalize the error? +1 pending those changes",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,109,On review HBASE-2707 has problem in that we'll get stuck in the delay queue and never come out,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,110,"The perl library has a few files and a shell script designed to automate the production of a perl package for CPAN. It mostly works, however: 1. CPAN cannot parse the package version references we use when we point to lib/Thrift.pm from other packages. This is fixed by adding a provides{} stanza to META.json. 2. Users of CPAN don't care about anything but obtaining the ""Thrift"" package that contains all the others, so identifying the others (like is not necessary. This is done by adding a provides{} stanza to META.json. 3. The CPAN package no longer needs the META.yml file, as META.json is sufficient. 4. These changes were made by hand to the 0.11.0 package before uploading to CPAN. This needs to be automated.",1,1,,"SATD

Explanation:
The comment explicitly"
Prompt_LLM,1500,100,D1_to_D2,111,HADOOP-1917 changed but did not regenerate and to reflect those changes.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,112,"The skip function is unsupported in the node.js implementation of the json_protocol. Interestingly, the compact_protocol implements the skip function, as does the JavaScript version.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,113,"There is no way to have a backwards compatible put command that does not take an attributes hash, just a timestamp? It's fine if timestamp has to be specified as part of the attribute hash if one is present.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,114,"1. have 2 tabs 2. click a link in the first tab so it opens a new tab (inserted as the new second tab) the new tab button will jump to its final place, while the right tab will slide over to meet it when you close a middle tab, the new tab button slides along with the tabs to the left to close the gap.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,1500,100,D1_to_D2,115,"I have committed this to trunk and branch-2. Duo, thank you for the contribution.",0,0,,"NON_SATD

Explanation: The"
