model,sample_size,seed,setting,eval_index,text,true_label,predicted_label,positive_score,raw_output
Prompt_LLM,5000,21,D1_to_D2,29,c_glib: Tutorial server always exits with warning,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,30,"Yeah, I'm doing this. Delay because of the bad network.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,31,Is this the most recent version: yes OS + version: openSUSE 11.2 CPU architecture (32-bit / 64-bit): 64 bits Window manager: URLs (if relevant): Behavior in Linux Firefox: Behavior in Windows Chrome (if you have access to it): 1. open the print dialog (print a page) Printer dialog window appears. Crash with the backtrace attached. Attach a screenshot and backtrace if possible.,0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,32,Impala HBase scan is very slow,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,33,Fixed in,0,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D2,34,Yep!,0,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D2,35,"here it is: I will add some more Info, like buildnumber, revision.",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,36,Clients not caching root may have put heavy load on ZK. Confirm.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,37,"After changing the ""namespace java"" to ""namespace as3"" in the attached .thrift test cases, and applying the patch (which needs a newline at the end to apply cleanly) .. I can verify that this generates .as files with proper import statements for custom types.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,38,"The example uses an embedded broker which should be configured to shutdown after Camel, so the shutdown is appropriate.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,39,"Evan, we are able to repro this problem with ToT 5.0.320.0 (Official Build 38331) using same steps.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,40,Url: Description: The stylesheet rules are forced into lowercase. It should retain the case that is specified in the CSS file. Steps to reproduce: 1. Open the attached url. 2. Click the test button. 3. Observe that the CSS rule text is all lowercase instead of the original values. Expected result: The CSS rule should be the same case as the one inside the stylesheet. Actual result: The CSS rule is forced into lowercase it's not impossible to get the original case for a class.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,41,"Now, the RowResultGenerator and the will fit the column family if the request doesn't contain any column info. The will cost 10+ milliseconds in our hbase cluster each request. We can remove these code because the server will auto add the columns.",1,0,,"NON_SATD

Explanation: This"
Prompt_LLM,5000,21,D1_to_D2,42,"I forgot change my username and email, so update a new one.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,43,56495: Leak in SavePackage::Init(),1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D2,44,"Currently, looking at a cluster under load, you'll often trip over the disorientating listing of more than one region with a null end key (Was seen by Billy yesterday and psaab today). UI should list out all of its attributes. Also sort region listings by server address so easier finding servers.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,45,Jenkins says that should be static.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,46,27346: Memory leak in,1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D2,47,"As per previous discussion, apply the following changes to the texts on the Incognito NTP to better reflect the behavior of Incognito mode and to be consistent with help center articles: ""after you close all incognito windows"" instead of ""after you close the incognito window"" and ""Other open incognito windows, which might share cookies or other state""",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,48,line 556 The distFrom field of this class appears to be accessed inconsistently with respect to synchronization.,1,1,,"SATD

Explanation: This comment explicitly"
Prompt_LLM,5000,21,D1_to_D2,49,Cleanup some of the methods of FileContext,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,50,"11998: Code editor does not work, reports unsafe scripts",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,51,"One query: I want to use THttpServer in my python project but from initial performance review for a single client single request (No ThreadingMixIn required at this point), it shows that HttpServer is always 2 to 4 times slower than NonBlocking server in tutorial Calculator client server app and same was observed in my product testing as well. Is there a way to make the performance equal for THTTPServer as compared to NonBlocking? Heres the code for NonBlocking client and server in python and its performance on ubuntu. single machine. In my project I observed that on client side, its the generated code send_<api Will really appreciate if someone can shed some light on how to improve performance for THttpServer in thrift 0.8.0.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,52,looks better. The version declaration needs to go into for unified versions across the entire project. HADOOP-9594 is an example of this,1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,5000,21,D1_to_D2,53,"Region count description is in config section; region size description is in architecture sections; both of these have a lot of good technical details, but imho we could do better in terms of admin-centric advice. Currently, there's a nearly-empty capacity section; I'd like to rewrite it to consolidate capacity sizing information, and some basic configuration pertaining to it.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,54,"HADOOP-7824 introduced a way to set the java static values for POSIX flags, this resulted in compilation error in Windows",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,55,All the other methods accessing handlers are synchronized methods.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,56,It LGTM. +1. Thanks,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,57,Procedure V2: Update to interact with assignment procedures,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D2,58,"When beeline is accessing the impala, the output is misaligned.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,59,"Fixed in and The real fix is so that plugins cannot conflict with each other, but at the moment those fixes work. Also ""The fix *could* be to change 'const' to let in plugins."" doesn't work either. Has to be 'var'.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,60,# This does not work if you have 2 out of 3 replicas corrupt. When the first replication happens you will unconditionally remove the block from the corrupt replica map not waiting for the second replication to complete. We should make a test case for that. # needs JavaDoc explaining what it tests. # Could you please remove redundant import of ByteBuffer in # You should not corruptReplica() twice (the same one) in,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,61,"Since the camel DSL is invoked prior to being invoked there is no camel context set on the delegate java RouteBuilder which causes it to create a new context when the first dsl method is invoked. With the implementation of CAMEL-7327 introduced in 2.13.1 which stores created camel contexts in a set in this causes instances of DefaultCamelContext to be leaked, they are never removed from the static set. This is especially aparrent during unit testing. The following test shows that an additional context is registered for the scala route builder as opposed to java. Verification of the leak can be requires profiler and capturing of heap after termination of the test case (in ParentRunner.java).",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,5000,21,D1_to_D2,62,"Thanks for the thoughtful comments, Devaraj. As I said earlier, this is really only for convenience, as it's entirely possible to stuff multiple delegation token objects into a single credentials object, which is then serialized to a file. I considered creating a tool which would be capable of merging multiple delegation token files into one, but this seemed like a cleaner solution. Rather than having every script/job/program that wants to pass multiple delegation token files first invoke some command to merge them, just specify them all via the method that already exists. The problem with specifying for my particular use-case is that delegation tokens can't be fetched if the application which is submitting the job is only authenticated via a delegation token in the first place. That said, I see this issue as being largely orthogonal from the core question of whether or not it is reasonable to want to specify multiple delegation token files via the system that already exists.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,63,+1 on patch. Mind resubmitting w/ --no-prefix please Gregory and then doing 'submit patch' to try it against hadoopqa?,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,64,"Ah, now it makes sense. In that case, I think renaming to {{justPaths}} would help clarify the code.",1,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D2,65,"1. Push a change 2. Activate the cookbook plugin 3. Try to submit the change as a non-administrator user A ""Missing dependency"" message should appear. Instead, the message reads ""change is new"". I have my own exception, which I added to the CommitMergeStatus list, and my plugin throws.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,66,"-01 Remove Jakarta Oro from pom - remove oro from dependency management HADOOP-8278 removed Oro from the dependency list for hadoop-common, but left it in the dependency management section of hadoop-project. commons-net stopped using oro in 2.x (and we rely on a much later version).",1,0,,To determine the final label for the given
Prompt_LLM,5000,21,D1_to_D2,67,Incorrect thread name in RPC log messages,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,68,"We should have a drop-in replacement for File#listDir that doesn't hide IOExceptions, and which returns a ChunkedArrayList rather than a single large array.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,69,"+1 Also, I agree with jgray about leaving out mention of allowing nulls in the HTable constructor.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,70,"Probably the best fix here would be to add additional buffering in PlanRootSink so that the hand-off between the fetching thread and the producing thread was not synchronous. We would need to think carefully about the design - e.g. how much buffering, how should the buffered rows be stored, etc.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,71,The failed UT is introduced by HBASE-18601. Let me commit after fixing the checkstyle issue. Thanks.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,72,What Operating System are you using?,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,73,"thanks Randy, committed ;-r",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,74,camel-jms - Using request/reply over persistent queues should be faster,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,75,"FYI, leave out the CHANGES.txt changes. Your patch will fail if someone has made a commit ahead of yours. I tried the patch. Looks really good. I love that we're now showing server names and thanks for renaming catalog tables section. Would suggest that no reason catalog tables shouldn't be clickable as user tables are. Usually will be one region only but even so, the new Table page shows where that region is located and gives a never-before available quick-path to the hosting region server. The Is Split column in the table will probably never be true especially when we are doing this: Would suggest you remove it (Sorry - -my fault for suggesting it in the first place) Would you mind fixing the requests calcuation? Its kinda weird at the moment. Its requests per (default 3 seconds). It should be showing requests per second. Thats what people expect. On the code, FYI, the hadoop convention is two-spaces for tabs. Regards your TODO, that you've duplicated code until we add MetaTable, thats fine. Was wondering if the .META. table was made of multiple regions and your scanner had to cross from one to the other, do you handle that case? Otherwise, the patch is great.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,76,"Excellent catch. Attached is a patch that also includes updated test cases. Please let me know if you have other value permutations you'd like to see tested. It'd be nice to have a more thorough test suite around this code, a la the suite Orderly has. From the commit message",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,5000,21,D1_to_D2,77,Thanks for the commit Steve! It's going to be good to have all these sorts of things cleaned up in time for the final Hadoop 3 release.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,78,Hadoop build broken with Native code errors in windows.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,79,"I'd have to make a dependency-check specific note in BUILDING.txt, which seems a little awkard. (The normal build isn't affected, of course.) I'll see what I can do. My only alternative idea is a comment around this plugin in pom.xml. I do agree it needs to be documented somewhere. * I don't even think that maven is _available_ on RHEL 6.6 * My RHEL 7.2 machine looks like it would use version 3.0.5-16 * My Ubuntu 16.04 machine is using 3.3.9 * Looks like Ubuntu 14.04 uses 3.0.5-1 The maven release history page is at",1,0,,"NON_SATD

Explanation: This"
Prompt_LLM,5000,21,D1_to_D2,80,"Attached which refactors {{rest.jsp}} and {{thrift.jsp}} and extracts header and footer out of them. Also, fixed following typo in thrift.jsp. Please review. Ping , , .",1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D2,81,"Also, to run the tests in parallel - the jobs need to start using a different directory name. Currently, all of them use testMRJob (The method name in the common class that all tests inherit from). The issue with the local dir conflict is a MR configuration afaik (Likely the MR tmp dir config property). YARN clusters should already be able to run in parallel (different ports, random dir names, etc) I'd also be careful trying to run too many of these in parallel, given the amount of memory they consume. Maybe a different parallelism flag for any tests running on a cluster? How about simplifying the code and letting the tests reside in the same class, which makes the code easier to read and allows sharing a cluster more easily. Haven't seen the WIP patch - but sharing a cluster across different tests, which may or may not trigger at the same time seems like it may cause problems. The tests also use a 1 s sleep for the InconsistentFS to get into a consistent state. That can lead to flakiness in the tests. A higher sleep, unless InconsistentFS can be set up with an actual waitForConsistency method which is not time based.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,82,I'll test this one out this morning.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,83,Fixing the fixVersion.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,84,Make MiniDFSCluster run faster,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,85,Cleanup threading headers / libraries,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,86,"Anthing that helps towards getting better documentation is fine with me. There are some old tutorials in the old wiki and I really would like to see them on the web site. Not sure if git will help with this ;-), but I don't have any problems with it either, as long as it produces less overhead, instead of more.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,87,Committed.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,88,"Thanks for the patch , committed",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,89,cross language tests fails at when using nodejs server,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,90,Sounds like this issue is related to the heartbeat/keepalive idea in HBASE-13090. The idea over there is to track how long a scan has been executing server side and to return periodic heartbeat/keepalive messages in the event that the scan is taking a long time. The frequency of these heartbeats messages would be dependent upon the configured scanner timeout (a more restrictive timeout would lead to more frequent heartbeat messages). This solution would address the issue of a slow scan and would also remove the possibility of this dead loop. Thoughts? Think we could close this one out?,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,91,28987: Help menu in different languages doesn't get the auto added search option,0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,92,"At least tell us what pain this causes you, if any, or how it would make your life easier? Thanks.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,93,"See, for example: The HRegionServer calls HBaseServer: but the server can start accepting RPCs once the threads have been started, but if they do, they throw until openServer runs. We should probably 1) Catch the remote exception and retry on the master 2) Look into whether the start() behavior of HBaseServer makes any sense. Why would you start accepting RPCs only to throw back",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,94,should use a thread pool,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,95,"The cmake build environment makes a ""thriftz"" library that adds zlib support to any system, just like the thriftnb (non-blocking) library adds support for that area of code. Therefore nothing to do here.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,96,Applied the patch into master and camel-2.23.x branches.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,97,"is right, the added key is wrong, and never used. It is missing the {{.bucket.}} as mentioned and should be reading Only then an operator can set the sizes. The wrong property is misleading at most, but needs fixing anyways.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,98,Thanks for reporting and the PR,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,99,O.K. it's fixed now. The tests also run now much faster than before (through overriding the On my box now running all the tests take about 3 seconds compared to around 30 seconds before!,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,100,The latest QA in HBASE-19703 is shown below. The is already in flaky. Do you intent to fix the test totally? I'm +1 to your patch even if the is still flaky.,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,101,maybe there is a mistake in blocking-queue.h,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,102,"This initial patch simply removes {{ErasureEncoder}} and {{ErasureDecoder}}. I think the following further simplifications are possible: # We can get rid of {{ErasureCoder}} since it has a single subclass now # Similarly, maybe we can get rid of since provides enough abstraction anyway # If {{ECBlockGroup}} can provide erased indices, we can further combine encoding and decoding classes",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,103,Make it possible to typedef a struct type,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,104,"Trunk (r 45197) and 5.0.383.0 (Official Build 45131) Hmm.. This bug is not just meant for paypal.com webpage. It is happening in fact for each and every webpage - see comment1 - unfortunately this fix works fine only for paypal.com but really sucks for facebook and gmail sign up!! Hmm..here we get one more brand new regression, where chrome is not in usable state. -Have a single tab opened. -Navigate to a webpage (eg: facebook.com ) and trigger autofill profile (select a profile from the suggestions drop-down list). That's it Chrome is locked - rendering locks until unless the hanged autofill tab is closed. - will fine a new bug for this behavior. But We should reopen this, as the fix does not work for facebook and gmail signup etc.",0,1,,"SATD
To determine whether the given"
Prompt_LLM,5000,21,D1_to_D2,105,PERCENT_RANK() returns NaN for row group with 1 row,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,106,"if clientId is specified, after ActiveMQ broker restart, camel-mqtt consumer starts to receive duplicate messages. Please see the testcase attached.",0,0,,"**SATD**

Explanation: The comment"
Prompt_LLM,5000,21,D1_to_D2,107,"@abarth, I just took a look at this and it seems like the fix you're proposing would be something along these lines: Index: ( revision 85369 ) +++ (working copy) @@ -1147,7 +1147,7 @@ bool WebInputEvent& inputEvent) { - + ? : // If we've started a drag and drop operation, ignore input events until // we're done. Index: ( revision 85369 ) +++ (working copy) @@ -165,6 +165,14 @@ || type == TouchEnd || type == TouchCancel; } + + // Returns true if the WebInputEvent |type| should be handled as user gesture. + static bool type) + { + return + || type == MouseDown + || type == MouseUp; + } }; // WebKeyboardEvent",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,108,"+1 Thanks Chuan! I tried the patch and it works fine! Not sure when lingering client thread is causing this problem though. Looks like sometimes the Server response was probably consumed by other client thus the testRetryProxy()'s client is waiting forever. But anyway, this patch fixed the TestIPC test case and I think they are good fix.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,109,"0. Open . 1. Click “Show 4 common lines…” above the diff on the left or right side. 2. Click on line 3 or line 4 on the left or right side as if you wanted to enter a new comment. 3. Change your mind about the draft comment. Click Cancel. Expect: the space formerly occupied by the comment entry box to collapse. Lines 3, 4, and 5 should appear contiguous, with no intervening whitespace, as they did after completing step 1. Observe: White space, the height of the now-closed comment entry box, separates the lines vertically. 4. Click on the same line (3 or 4) again to get a new comment entry box. Observe: The comment entry box doesn’t display in the unused vertical whitespace, it appears above the whitespace. 2.12-573-g118bedb",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,110,better error message when pkg-config is missing,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,111,"When running rsgroup test class folder to run all the UTs together, and will flaky. Because TestRSGroupsAdmin1, TestRSGroupsAdmin2 and TestRSGroupsBalance are all extends TestRSGroupsBase, which has a static variable INIT, controlling the initialize of 'master 'group and the number of rs in 'default' rsgroup. Output errors of is shown in HBASE-22420, and will encounter NPE in because `master` group has not been added.",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,5000,21,D1_to_D2,112,Hm. Sounds like some bit of webkit api we aren't implementing correctly.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,113,"Correction from Thibaut on list: He originally said 8 node cluster, but now makes mention of only single regionserver. So one problem seems related to blooms, probably also seeing load-related issues.",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,114,see also HADOOP-16349,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,115,"The problem was that ReduceSinkOperator was trying to convert everything to String. It should not be doing that - instead the Serializer should take care of that if necessary (like does). In the old code reduceSinkOperator was passing <object.toString(), objectInspector converts objects to JSON string only if they are NOT primitive objects, so this does not affect primitive objects like String. The logic in makes sure the data is written as ""\\N"" if it is a String type and it's a null. Once we have the DynamicSerDe working, we will use that to make sure we can pass complex objects from map to reduce (and serialize complex objects).",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,116,"Both of these libs predate my involvement in Thrift but when first exposed to them a couple years ago they were primordial and supporting only very limited functionality. The browser lib only did JSON/XHR/HTTP and Node only did Binary/Socket so they could not talk to each other (browser was/is tested against Java). No npm or bower support at that time either. The libs are now out on npm and bower (which is a mess due to the whole repo download thing). Compact and JSON protocols were added to Node. Many things that didn't work at all were fixed and lots of tests were added. Other than the tests (which were needed just to get things working more broadly) all of this work has been feature oriented and incremental. People tend to provide patches to fix or add things they need, not clean up stuff that is a mess (partly because it might break existing code, for example changing the call back interface in the browser to add error objects). So we have some baggage... That said, you are not alone. Many would like to see the kind of improvements mentioned here and in other tickets. There's still time to make a big push before Thrift v1.0. Patches welcome!",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D2,117,"Currently the surefire plugin configuration defines the following exclusion: AFAICT the '{{/$**}}' does not resolve to anything meaningful. Adding support to exclude one or more tests via Maven property, i.e.",1,0,,"```python
label = ""NON_S"
Prompt_LLM,5000,21,D1_to_D2,118,11714: parameters are incompletely documented,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D2,119,"There's a bad link in the HFile javadoc; should point to HBASE-61, but instead point to HBASE-3315. Also cleaned up the reference to TFile.",1,0,,"NON_SATD

Explanation: The"
