text,label
"/** * Jakarta Commons Logging listener. * Note: do not use the SimpleLog as your logger implementation as it * causes an infinite loop since it writes to System.err, which Ant traps * and reroutes to the logger/listener layer. * * The following names are used for the log: * org.apache.tools.ant.Project.PROJECT_NAME - for project events * org.apache.tools.ant.Target.TARGET_NAME - for target events * TASK_CLASS_NAME.TARGET_NAME - for events in individual targets. * * In all target and project names we replace ""."" and "" "" with ""-"". * * TODO: we should use the advanced context logging features (and expose them * in c-l first :-) * TODO: this is _very_ inefficient. Switching the out and tracking the logs * can be optimized a lot - but may require few more changes to the core. * * @since Ant 1.5 */",1
"// * @TODO using taskName here is brittle, as a user could override it. // * this should probably be modified to use the classname instead.",1
"//these are pathological cases, but retained in case somebody //subclassed us.",1
"/* * This is a rather hairy case. * * One of our subclasses knows that we need to update the * archive, but at the same time, there are no resources * known to us that would need to be added. Only the * subclass seems to know what's going on. * * This happens if <jar> detects that the manifest has changed, * for example. The manifest is not part of any resources * because of our support for inline <manifest>s. * * If we invoke createEmptyZip like Ant 1.5.2 did, * we'll loose all stuff that has been in the original * archive (bugzilla report 17780). */",1
// This is deprecated - use classespath in the future,1
//XXX this array stuff is a remnant of prev trials.. gotta remove.,1
/** * Set the number of milliseconds leeway to give before deciding a * target is out of date. * TODO: This is not yet used. * @param granularity the granularity used to decide if a target is out of * date. */,1
"// This may change, if we add advanced parsing capabilities.",1
"// We assume, that every output, jikes does, stands for an error/warning // XXX // Is this correct?",1
"// The line below is a hack: the system id must an URI, but it is not // cleat to get the URI of an resource, so just set the name of the // resource as a system id",1
// XXX what is the following doing? // should it run if !javadoc4 && executable != null?,1
"// MAC OS 9 and previous //TODO: I have no idea how to get it, someone must fix it",1
//TODO: nothing appears to read this but is set using a public setter.,1
// XXX - we are committing CombiningChar and Extender here,1
/* * XXX - failed to load the class properly. * * should we print a warning here? */,1
// XXX could perhaps also call thread.stop(); not sure if anyone cares,1
"/** * XXX * Perhaps we shouldn't use properties for these * three options (emacs mode, warnings and pedantic), * but include it in the javac directive? */",1
// XXX maybe use reflection to addPathElement (other patterns ?),1
// TODO there is a problem with the constructor for the RBC. // you have to provide the rules in the constructors - no setters // available.,1
"// probably not the best choice, but it solves the problem of // relative paths in CLASSPATH",1
// Fix for invalid characters. If you think of more add to the list.,1
"/* * fallback in case we have trouble loading the class or * don't know how to handle it (there is no easy way to * know what IDL mode would generate. * * This is supposed to make Ant always recompile the * class, as a file of that name should not exist. */",1
// Check it out; also ugly.,1
//I can't get my head around this; is encoding treatment needed here?,1
"//quick & dirty, to make nested mapped p-sets work:",1
// XXX is this code still necessary? is there any 1.2+ port? // Pull in *.zip from packages directory,1
// only: the developer knows what (s)he is doing,1
"// XXX Unfortunately JDK1.2 adds entrySet(), keySet(), values() - // implementing this requires a small hack, we can add it later.",1
// first: developer could use a little help,1
// XXX - should throw an exception instead?,1
// XXX - should throw an exception instead?,1
// XXX - should throw an exception instead?,1
// XXX should we silently catch possible exceptions and try to // load a different implementation?,1
// XXX should we silently catch possible exceptions and try to // load a different implementation?,1
"// since Java 1.4 //return normalizedPath.split(""/""); // workaround for Java 1.2-1.3",1
// HAMMER // end inline mainGTU,1
"/** * This array really shouldn't be here. * Again, for historical purposes it is. * * <p>FIXME: This array should be in a private or package private * location, since it could be modified by malicious code.</p> */",1
"// Should move to a separate public class - and have API to add // listeners, etc.",1
"// """" should become a single empty argument, same for '' // PR 5906",1
// not very nice but will do the job,1
// provide public visibility,1
"// not used, but public so theoretically must remain for BC?",1
// super.validateAttributes(); // don't want to call this method,1
// XXX what is this for?,1
"// We keep this, so we have something to delete in later tests :-)",1
// ************* copied from ConcatTest *************,1
"// not sure whether this is clean, but this method is // declared not to throw exceptions.",1
"// We just set the prefix for this fileset, and pass it up. // Do we need to do this? LH",1
//why do we do nothing?,1
"// // We have to deal with assembly!!! // The programmer can be writing little 32 byte chunks for all // we know, and we must assemble complete records for writing. // REVIEW Maybe this should be in TarBuffer? Could that help to // eliminate some of the buffer copying. //",1
"// This is the new, better way - use classespath instead // of sourcespath. The code is currently the same - you // need class files in a directory to use this or jar files.",1
"// XXX - why not simply new File(dir, filename)?",1
// This is ugly; checking for the root folder.,1
//TODO: Parameterise ?? //Call compiler as class... dont want to fork again //Use classic compiler -- can be parameterised?,1
"//XXX // All this to get package according to weblogic standards // Can be written better... this is too hacky! // Careful.. similar code in scanDir , but slightly different!!",1
//stolen from writeManifest,1
/* If the jarfile already exists then whack it and recreate it. * Should probably think of a more elegant way to handle this * so that in case of errors we don't leave people worse off * than when we started =) */,1
// XXX is the following really necessary? it is in the same thread group...,1
// we have to find a cleaner way to put this output,1
// This is the old way and is deprecated - classespath is // the right way to do this and is above,1
// For Script example that modifies id'ed tasks in other // targets to work. *very* Ugly // The reference is replaced by RuntimeConfigurable,1
// don't call super.close() because that reader is used // on other places ...,1
// report error if something weird happens...this is diagnostic.,1
// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...,1
"// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer, while // at the same time not running a valid constructor.",1
"// Singleton for now, it may change ( per/classloader )",1
// XXX - shouldn't this always return false in isolated mode?,1
//TO DO : delete the file if it is not a valid file.,1
/** * TODO: * comment field doesn't include all options yet */,1
//TO DO : delete the file if it is not a valid file.,1
"/** * This method checks the timestamp on each file listed in the <code> * ejbFiles</code> and compares them to the timestamp on the <code>jarFile * </code>. If the <code>jarFile</code>'s timestamp is more recent than * each EJB file, <code>true</code> is returned. Otherwise, <code>false * </code> is returned. * TODO: find a way to check the manifest-file, that is found by naming convention * * @param ejbFiles Hashtable of EJB classes (and other) files that will be * added to the completed JAR file * @param jarFile JAR file which will contain all of the EJB classes (and * other) files * @return boolean indicating whether or not the <code>jarFile</code> * is up to date */",1
// Have to think about lazy initialization here... JHM // comparator = new java.text.RuleBasedCollator();,1
/** * TODO: * comment field doesn't include all options yet */,1
//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader,1
"/* * The displayName variable stores the value of the ""display-name"" element * from the standard EJB descriptor. As a future enhancement to this task, * we may determine the name of the EJB JAR file using this display-name, * but this has not be implemented yet. */",1
"/** * An output stream that compresses into the BZip2 format (without the file * header chars) into another stream. * <p>The compression requires large amounts of memory. Thus you * should call the {@link #close() close()} method as soon as * possible, to force <tt>CBZip2OutputStream</tt> to release the * allocated memory.</p> * * <p>You can shrink the amount of allocated memory and maybe raise * the compression speed by choosing a lower blocksize, which in turn * may cause a lower compression ratio. You can avoid unnecessary * memory allocation by avoiding using a blocksize which is bigger * than the size of the input. </p> * * <p>You can compute the memory usage for compressing by the * following formula:</p> * <pre> * <code>400k + (9 * blocksize)</code>. * </pre> * * <p>To get the memory required for decompression by {@link * CBZip2InputStream CBZip2InputStream} use</p> * <pre> * <code>65k + (5 * blocksize)</code>. * </pre> * * <table width=""100%"" border=""1""> * <colgroup> * <col width=""33%"" /> * <col width=""33%"" /> * <col width=""33%"" /> * </colgroup> * <tr> * <th colspan=""3"">Memory usage by blocksize</th> * </tr><tr> * <th align=""right"">Blocksize</th> * <th align=""right"">Compression<br>memory usage</th> * <th align=""right"">Decompression<br>memory usage</th> * </tr><tr> * <td align=""right"">100k</td> * <td align=""right"">1300k</td> * <td align=""right""> 565k</td> * </tr><tr> * <td align=""right"">200k</td> * <td align=""right"">2200k</td> * <td align=""right"">1065k</td> * </tr><tr> * <td align=""right"">300k</td> * <td align=""right"">3100k</td> * <td align=""right"">1565k</td> * </tr><tr> * <td align=""right"">400k</td> * <td align=""right"">4000k</td> * <td align=""right"">2065k</td> * </tr><tr> * <td align=""right"">500k</td> * <td align=""right"">4900k</td> * <td align=""right"">2565k</td> * </tr><tr> * <td align=""right"">600k</td> * <td align=""right"">5800k</td> * <td align=""right"">3065k</td> * </tr><tr> * <td align=""right"">700k</td> * <td align=""right"">6700k</td> * <td align=""right"">3565k</td> * </tr><tr> * <td align=""right"">800k</td> * <td align=""right"">7600k</td> * <td align=""right"">4065k</td> * </tr><tr> * <td align=""right"">900k</td> * <td align=""right"">8500k</td> * <td align=""right"">4565k</td> * </tr> * </table> * * <p>For decompression <tt>CBZip2InputStream</tt> allocates less * memory if the bzipped input is smaller than one block.</p> * * <p>Instances of this class are not threadsafe.</p> * * <p> * TODO: Update to BZip2 1.0.1 * </p> * */",1
// XXX - log an error? throw an exception?,1
// TODO: allow user to request the system or no parent,1
"//if there was any text before this, add it as a fragment //TODO, this check could be modified to go if pos>prev; //seems like this current version could stick empty strings //into the list",1
// XXX add exceptions,1
// @todo this is duplicating TestResult information. Only the time is not // part of the result. So we'd better derive a new class from TestResult // and deal with it. (SB),1
// not sure whether this test is needed but cost nothing to put. // hope it will be reviewed by anybody competent,1
/** * TestCases for {@link XSLTProcess} task. * XXX merge with {@link XsltTest}? * @version 2003-08-05 */,1
"// doesn't work: Depending on the compression engine used, // compressed bytes may differ. False errors would be // reported. // assertTrue(""File content mismatch"", // FILE_UTILS.contentEquals(project.resolveFile(""expected/asf-logo-huge.tar.bz2""), // project.resolveFile(""asf-logo-huge.tar.bz2"")));",1
"// this is the wrong test if the remote OS is OpenVMS, // but there doesn't seem to be a way to detect it.",1
"//process doesn't die properly under this combination, //thus test fails. No workaround?",1
"// JUNIT3 test //assertEquals(error, JUnitTestRunner.FAILURES, runner.getRetCode()); //@fixme as of now does not report the original stacktrace. //assertTrue(error, error.indexOf(""thrown on purpose"") != -1);",1
"// The property is an id's thing -- either a property // or a path. We need to make sure // that the object was created with the given id. // We don't have an adequate way of testing the actual // *value* of the Path object, though...",1
//where oh where has my test case 3 gone?,1
"/** Attribute names and values. While the XML spec doesn't require * preserving the order ( AFAIK ), some ant tests do rely on the * exact order. The following code is copied from AttributeImpl. * We could also just use SAX2 Attributes and convert to SAX1 ( DOM * attribute Nodes can also be stored in SAX2 Attributes ) * XXX under JDK 1.4 you can just use a LinkedHashMap for this purpose -jglick * The only exception to this order is the treatment of * refid. A number of datatypes check if refid is set * when other attributes are set. This check will not * work if the build script has the other attribute before * the ""refid"" attribute, so now (ANT 1.7) the refid * attribute will be processed first. */",1
// test a process that runs and failed,0
// ignore,0
// process should abort,0
// user:password@host:/path notation,0
/* * @param event the build event that is being logged. */,0
// only track progress for files larger than 100kb in verbose mode,0
// Element doesn't handle text content,0
"// send ""C0644 filesize filename"", where filename should not include '/'",0
// ClearCase items,0
/* Assign actual codes for the tables. */,0
// -reserved,0
/* size of the central directory */,0
// gcj doesn't support an extension dir (-extdir) // so we'll emulate it for compatibility and convenience.,0
"// At this point we are probably in failure mode, but // try to use the bare URI as a last gasp",0
// -unreserved,0
"// DataType can have a ""no arg"" constructor or take a single // Project argument.",0
// -out,0
"// b may be 0 for success, // 1 for error, // 2 for fatal error,",0
// Not whitespace - fail,0
// Fall tru,0
// -ndata,0
// C0644 filesize filename - header for a regular file // T time 0 time 0\n - present if perserve time. // D directory - this is the header for a directory.,0
// -version,0
// Fall tru,0
"//wince isn't really 9x, but crippled enough to //be a muchness. Ant doesnt run on CE, anyway.",0
// ignore,0
// -nwarn,0
"// if a label has been supplied and it is a revision label, use the raw // the view as the snapshot",0
// Class doesn't have a String constructor but a decent factory method,0
/* total number of entries in */,0
"// Check for \r, \r\n and \r\r\n // Regard \r\r not followed by \n as two lines",0
"// // Success! The xml-commons resolver library is // available, so use it. //",0
// it is a new file // set the revision but not the prevrevision,0
"//catch script/ant mismatch with a meaningful message //we could ignore it, but there are likely to be other //version problems, so we stamp down on the configuration now",0
"// don't know the type, should throw exception instead?",0
// ignore,0
// char and Character get special treatment - take the first character,0
// do nothing,0
// scan base dirs to build up compile lists only if a // specific classname is not given,0
// write a Properties file in each directory:,0
// ** simple name specified == parent dir + name,0
// requires version 2 as we are going to store length info // in the data descriptor,0
// the test runner that wrap the dummy formatter that interests us,0
// CheckStyle:VisibilityModifier OFF - bc,0
// First try with Project.,0
// // The ResourceLocation may specify a relative path for its // location attribute. This is resolved using the appropriate // base. //,0
// Can return null to represent the bootstrap class loader. // see API docs of Class.getClassLoader.,0
/* start of the central directory */,0
//private static final int GET_ENTRY = 0;,0
// file comment,0
//There were no revisions in this changelog //entry so lets move onto next file,0
//same date if dest timestamp is within granularity of the srcfile,0
"// must be ""add""",0
// ---------------------------------------------------------- // somewhat arbitrary choices that are quite common for shared // installations // -----------------------------------------------------------,0
// EnumeratedAttributes have their own helper class,0
// selectors are implicitly ANDed in DirectoryScanner. To // revert their logic we wrap them into a <none> selector // instead.,0
"// first off, make sure that we've got a srcdir and destdir",0
"// ZIPs store time with a granularity of 2 seconds, round up",0
// viewpath,0
// ------------------------------------------------------ // Helper methods - should be in BuildFileTest // -----------------------------------------------------,0
// build the command line from what we got the format is // cleartool lsco [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Check if list of files to check has been specified,0
// testNoCrash is the test invoked by the captureToSummary's junit task,0
"// if the two substrings are longer than the original, then name // contains address - so reset the name to null",0
//default,0
// log options used,0
// ignore,0
// -version,0
// ignore,0
// -nwarn,0
// ignore,0
// dummy formatter just to catch the error,0
// we don't expect to find this,0
// resolve relative paths through Project,0
// ignore,0
//patch file into the fileset,0
// we don't expect to find this,0
// type value,0
"// bit3 set to signal, we use a data descriptor",0
// -c,0
//default,0
//underscores go in front of invalid start chars,0
// use to scan own archive,0
/** * Tests the {@link XSLTProcess} task. * XXX merge with {@link StyleTest}? * @since Ant 1.5 */,0
// PR 38370,0
// it is a modified file // set the revision and the prevrevision,0
/* * throw in drive letters */,0
//set our parent dir,0
/* * promised to eliminate consecutive slashes after drive letter. */,0
// -c,0
/* * promised to eliminate consecutive slashes after drive letter. */,0
// -cfile,0
// avoid multiple configurations,0
/** Version to use for addXXX and addConfiguredXXX */,0
// PR 38370,0
// Compare the destination with the temp file,0
// PR 38370,0
// -cfile,0
// PR 38370,0
// SMTP auth only allowed with MIME mail,0
// All three specified and all three exist -> true,0
// -cfile,0
// Can return null to represent the bootstrap class loader. // see API docs of Class.getClassLoader.,0
// an address to send from is required,0
// File is not found in specified filepath,0
// set the character set if not done already (and required),0
"// 2 is != 0 and even, so it is considered // failure on any platform currently supported // by Execute#isFailure.",0
// CheckStyle:MemberNameCheck ON,0
// ignore,0
// Eof has been reached,0
"//decide whether to copy the existing arg set, or //build a new one from the list of all args excluding the special //operations that only we handle",0
// type,0
// CheckStyle:VisibilityModifier OFF - bc,0
"// wait for TIME_OUT/2, there should be about TIME_OUT/2 ms remaining before timeout",0
"/* fragments.addElement(value.substring(pos + 1, pos + 2)); prev = pos + 2; */",0
"// Well, no matching constructor.",0
//check that dir and src are incompatible,0
"// OK, try without.",0
// ignore,0
// CheckStyle:VisibilityModifier ON,0
// Set up a VSSHistory task,0
// -ptime,0
// ignore,0
// Throws EjbcException if unsuccessful,0
// tests one the file object,0
// Make a limited attempt to extract a sanitized name and email address // Algorithm based on the one found in Ant's MailMessage.java,0
"// If the file being added is META-INF/application.xml, we // warn if it's not the one specified in the ""appxml"" // attribute - or if it's being added twice, meaning the same // file is specified by the ""appxml"" attribute and in a // <fileset> element.",0
"// if at eolcount == 0 and trailing characters of string // are CTRL-Zs, set eofStr",0
// We have extra elements,0
// -keep,0
// tests one the file object,0
// keep searching for the first ^Z,0
// viewpath,0
// -identical,0
"// conversion to URL via FileUtils like in XMLResultAggregator, not as suggested in the bug report",0
// Trailing characters are ^Zs // Construct new line and eofStr,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Check for required attributes,0
// CheckStyle:VisibilityModifier OFF - bc,0
// DO NOTHING,0
// CheckStyle:VisibilityModifier OFF - bc,0
// permissible values for compression attribute,0
// Fall tru,0
// build the command line from what we got. the format is // cleartool mkattr [options...] [viewpath ...] // as specified in the CLEARTOOL help,0
// ================ testcases for the cache implementations ================,0
//default,0
// does the selection,0
// -replace,0
// should be full moon,0
// ADD or ADD_CONFIGURED,0
// 60s // a further 30s,0
// For directories:,0
// 60s // a further 30s,0
// -recurse,0
// CheckStyle:VisibilityModifier OFF - bc,0
"// Renamed version of original file, if it exists",0
// order of headers cannot be guaranteed,0
// type,0
// ignore,0
// now stop the watchdog.,0
// CheckStyle:VisibilityModifier OFF - bc,0
// the method called to set the attribute,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Add the files found in groupfileset to fileset,0
// CheckStyle:VisibilityModifier OFF - bc,0
// can also handle empty archives,0
// CheckStyle:VisibilityModifier OFF - bc,0
// maintain a sorted list of targets,0
// CheckStyle:VisibilityModifier OFF - bc,0
// quick exit if the target is up to date,0
// CheckStyle:VisibilityModifier OFF - bc,0
// viewpath,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Choosing character set of the mail message // First: looking it from MimeType,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Next: looking if charset having explicit definition,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Scanner to find our inputs // list of files to process,0
// CheckStyle:VisibilityModifier OFF - bc,0
"// if src and dest dirs are the same, require the extension // to be set, so we don't stomp every file. One could still // include a file with the same extension, but ....",0
// CheckStyle:VisibilityModifier OFF - bc,0
// viewpath,0
// CheckStyle:VisibilityModifier OFF - bc,0
// viewpath,0
// Ignore,0
// ClearCase items,0
// CheckStyle:VisibilityModifier OFF - bc,0
// ClearCase items,0
// Ignore,0
// CheckStyle:VisibilityModifier OFF - bc // CheckStyle:MemberNameCheck OFF - bc,0
// CheckStyle:VisibilityModifier OFF - bc,0
//couldnt use the xerces or jaxp calls,0
// CheckStyle:VisibilityModifier OFF - bc,0
// -nwarn,0
// CheckStyle:VisibilityModifier OFF - bc,0
// -c,0
// CheckStyle:VisibilityModifier OFF - bc,0
// -c,0
// CheckStyle:VisibilityModifier OFF - bc,0
"//enable schema //setFeature(XmlConstants.FEATURE_VALIDATION, false);",0
// CheckStyle:VisibilityModifier OFF - bc,0
// -cfile,0
// CheckStyle:VisibilityModifier OFF - bc,0
// first CR in this line,0
// CheckStyle:VisibilityModifier OFF - bc,0
//if this is our context we assume there must be something here:,0
// CheckStyle:VisibilityModifier OFF - bc,0
"// wait for the thread to die, should be the end of the process",0
// CheckStyle:VisibilityModifier OFF - bc,0
"// we are recreating the archive, need all resources",0
// CheckStyle:VisibilityModifier OFF - bc,0
// -ptime,0
// CheckStyle:VisibilityModifier OFF - bc,0
// -keep,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Windows quoting of the value,0
// CheckStyle:VisibilityModifier ON,0
// Mac-style linebreak or EOF (or both),0
// CheckStyle:VisibilityModifier ON,0
// build the command line from what we got. the format is // cleartool mkelem [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help,0
// Fall tru,0
// variables to hold arguments,0
// impossible as getMethods should only return public methods,0
// copy the source and support files,0
// boolean and Boolean get special treatment because we // have a nice method in Project,0
"// create an array of strings for input to the compiler: one array // comes from the compile options, the other from the compileList",0
// impossible as getMethods should only return public methods,0
/* * Should choose either -ci or -nco. */,0
// impossible as getMethods should only return public methods,0
// -nco,0
"// 'sync' is needed - otherwise 2 threads can load the same class // twice, resulting in LinkageError: duplicated class definition. // findLoadedClass avoids that, but without sync it won't work.",0
// -nco,0
// make sure we aren't going to get the path separator next,0
// error level logging for compiler errors,0
// Execute the top-level target,0
// need to reset java.class.path property // since the NetRexx compiler has no option for the classpath,0
// The current character is always emitted.,0
// Check the command line options,0
"// if at EOF with no characters in the buffer, return EOF",0
// ant task properties // defaults // CheckStyle:VisibilityModifier OFF - bc,0
// set in/excludes to reasonable defaults if needed:,0
// delete a bogus ZIP file (but only if it's not the original one),0
"// if parent is null, then we are at the root of the fs, // complain that we can't find the build file.",0
// -ci,0
/*<URL>*/,0
// object selector,0
// ignore path elements which are invalid // relative to the project,0
// In this case using java.util.zip will not work // because it does not permit a zero-entry archive. // Must create it manually.,0
// record data about the last scanned resource,0
// build the command line from what we got the format is // cleartool uncheckout [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help,0
// Not significant for the class loader.,0
// Cf. PKZIP specification.,0
//ignore,0
// -master,0
// Initialize the globalFileSet's project,0
// -rm,0
// Not significant for the class loader.,0
"/* * I'm not fond of this pattern: ""sub-method expected to throw * task-cancelling exceptions"". It feels too much like programming * for side-effects to me... */",0
"// don't have to check for public, since // getMethod finds public method only. // don't have to check for abstract, since then // taskClass would be abstract too.",0
// overriding target from imported buildfile is allowed,0
// Not significant for the class loader.,0
// end of try-catch,0
// Not significant for the class loader.,0
// P // K,0
// sorted by newest Kaffe version first,0
// remainder zeros,0
// first build exception,0
// -eltype,0
// Not been visited,0
"// Create the stream pumpers to forward listcab's stdout and stderr to the log // note: listcab is an interactive program, and issues prompts for every new line. // Therefore, make it show only with verbose logging turned on.",0
// ignore,0
// Create.,0
// ignore,0
"// we are recreating the archive, need all resources",0
// Attributes,0
// the buildfile to use,0
"//not included, do nothing",0
// process should be dead and well finished,0
// Mac,0
// end of try-catch,0
"//not included, do nothing",0
// Already present,0
//empty,0
// initialResources is not empty,0
"// avoid double scanning of directories, can only happen in fast mode",0
// initialResources is not empty,0
// The current character is always emitted.,0
// Default to string type // which means do nothing,0
// ignore,0
// higher derived,0
// ----------------------------------------- // Predefined filters // -----------------------------------------,0
"// we are recreating the archive, need all resources",0
// Ignore,0
"// If only value is specified, the property is set to it // regardless of its previous value.",0
// -------------------- Common properties -------------------- // The following properties are required by import ( and other tasks // that read build files using ProjectHelper ).,0
"// If value and default are both specified and the property // did not exist in the property file, the property is set // to default.",0
//empty,0
"// we are recreating the archive, need all resources",0
// collect filesets to pass them to getResourcesToAdd,0
// viewpath,0
// check to what is in the classname,0
// -version,0
"/* * Bad luck. * * There are resources in the filesets that make the * archive out of date, but not in the non-fileset * resources. We need to rescan the non-FileSets to grab * all of them now. */",0
// no emptyBehavior handling since the FileSet version // will take care of it.,0
// Not significant for the class loader.,0
// -c,0
// may be altered in validate,0
// -c,0
"//calculate our destination directory; it is either the destDir //attribute, or the base dir of the fileset (for in situ updates)",0
"// we will return initialResources anyway, no reason // to scan further.",0
// Error messages,0
// -cfile,0
//not a known type,0
// -cfile,0
// Ignore,0
//no point in setting a message,0
// If filename does not match the To attribute of the mapper // then filter it out of the files we are considering,0
"// we will return initialResources anyway, no reason // to scan further.",0
// The current character is always emitted.,0
// WARN: Don't use the StreamSource(File) ctor. It won't work with // xalan prior to 2.2 because of systemid bugs.,0
/* disk number start */,0
// -rmall -force,0
//ignore,0
// byte - byte compare,0
//ignore,0
// specify output in UTF8 otherwise accented characters will blow // up everything,0
//ignore,0
"/* Had to make two separate commands here because if a space is inserted between the flag and the value, it is treated as a Windows filename with a space and it is enclosed in double quotes (""). This breaks clearcase. */",0
//ignore,0
// print the stacktrace in the build file it is always useful... // better have too much info than not enough.,0
"// may be on a case insensitive file system. We want // the results to show what's really on the disk, so // we need to double check.",0
"// ZIPs store time with a granularity of 2 seconds, round up",0
/*<URL>*/,0
// build the command line from what we got. the format is // cleartool checkin [options...] [viewpath ...] // as specified in the CLEARTOOL.EXE help,0
// put back the original security manager //The following will never eval to true. (PD),0
// -identical,0
// The current character is always emitted.,0
/* * @param event the build event that is being logged. */,0
// all the names are the same: check if the class path of the loader // is the same,0
"/* For debugging purposes uncomment: org.w3c.dom.Comment s = doc.createComment(""stack="" + threadStack); buildElement.element.appendChild(s); */",0
// find the line breaks and pass other chars through in blocks,0
"// don't add directories we've already added. // no warning if we try, it is harmless in and of itself",0
// CheckStyle:VisibilityModifier ON,0
// Check for required attributes,0
// CheckStyle:VisibilityModifier OFF - bc,0
// Check for required attributes,0
// CheckStyle:VisibilityModifier OFF - bc,0
// -replace,0
// CheckStyle:VisibilityModifier OFF - bc,0
// -recurse,0
// CheckStyle:VisibilityModifier OFF - bc,0
// -------------------------------------------------- BuildLogger interface,0
// CheckStyle:VisibilityModifier OFF - bc,0
